no:,name_docs:,legal_hierarchy:,legal_name:,number:,year:,reference:,tittle:,bab:,bab about:,bab index:,keypoint:
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,1,SUSUNAN MENTERI MUDA,1,"Pasal ini menyatakan bahwa Menteri Muda terdiri dari dua bagian, yaitu Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur Indonesia dan Menteri Muda Urusan Restrukturisasi Ekonomi Nasional."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,2,SUSUNAN ORGANISASI DAN TUGAS,2,"Pasal ini mengatur susunan Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur Indonesia, yang terdiri dari Menteri Muda dan beberapa deputi bidang serta staf ahli yang memiliki tugas dan tanggung jawab berbeda dalam bidang pembangunan kawasan timur Indonesia."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,2,SUSUNAN ORGANISASI DAN TUGAS,3,"Pasal ini menjelaskan tugas masing-masing deputi bidang dan staf ahli dalam Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur Indonesia, seperti perumusan kebijakan di bidang investasi, sumber daya pembangunan, pembiayaan pembangunan, serta memberikan telaahan tentang masalah ekonomi, keuangan, hukum, dan sosial budaya."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,2,SUSUNAN ORGANISASI DAN TUGAS,4,"Pasal ini mengatur susunan Menteri Muda Urusan Restrukturisasi Ekonomi Nasional, yang juga terdiri dari Menteri Muda, deputi bidang, dan staf ahli dengan tugas dan tanggung jawab berbeda dalam bidang restrukturisasi ekonomi nasional."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,2,SUSUNAN ORGANISASI DAN TUGAS,5,"Pasal ini menjelaskan tugas masing-masing deputi bidang dan staf ahli dalam Menteri Muda Urusan Restrukturisasi Ekonomi Nasional, seperti perumusan kebijakan di bidang restrukturisasi sektor riil, perusahaan, kelembagaan, hukum, dan regulasi, serta memberikan telaahan tentang masalah ekonomi makro, keuangan, kerja sama ekonomi internasional, dan sektor usaha kecil menengah."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,3,KETENTUAN LAIN-LAIN,6,"Pasal ini menyatakan bahwa setiap perubahan atas susunan organisasi dan tugas satuan organisasi dalam lingkungan Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur Indonesia dan Menteri Muda Urusan Restrukturisasi Ekonomi Nasional harus diusulkan oleh Menteri yang bertanggung jawab di bidang pendayagunaan aparatur negara kepada Presiden, dengan pertimbangan dari Menteri Negara Koordinator Bidang Politik, Sosial, dan Keamanan atau Menteri Negara Koordinator Bidang Perekonomian."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,3,KETENTUAN LAIN-LAIN,7,"Pasal ini menjelaskan bahwa rincian tugas, fungsi, susunan organisasi, dan tata kerja satuan organisasi dalam lingkungan Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur Indonesia dan Menteri Muda Urusan Restrukturisasi Ekonomi Nasional harus ditetapkan oleh Menteri Negara Koordinator Bidang Politik, Sosial, dan Keamanan atau Menteri Negara Koordinator Bidang Perekonomian setelah mendapat persetujuan tertulis dari Menteri yang bertanggung jawab di bidang pendayagunaan aparatur negara."
17,Keputusan_Presiden_No.176_Tahun_2000.pdf,4,PERATURAN PRESIDEN,176,2000,,SUSUNAN ORGANISASI DAN TUGAS MENTERI MUDA,4,KETENTUAN PENUTUP,8,Pasal ini menyatakan bahwa Keputusan Presiden ini berlaku sejak tanggal ditetapkan.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,1,"KEDUDUKAN, TUGAS DAN FUNGSI",1,Menyatakan bahwa Badan Koordinasi Penanaman Modal (BKPM) adalah Lembaga Pemerintah Non Departemen yang berada di bawah dan bertanggung jawab langsung kepada Presiden. BKPM dipimpin oleh seorang Kepala yang dijabat oleh Menteri Negara Investasi.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,1,"KEDUDUKAN, TUGAS DAN FUNGSI",2,Menetapkan tugas BKPM untuk melaksanakan pembangunan di bidang investasi sesuai dengan ketentuan peraturan perundang-undangan yang berlaku.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,1,"KEDUDUKAN, TUGAS DAN FUNGSI",3,"Menjelaskan fungsi BKPM, seperti penetapan kebijaksanaan di bidang investasi, pengkoordinasian kegiatan investasi dan sistem pelayanannya, pemberdayaan dan pengembangan pengusaha nasional, pelaksanaan kerjasama luar negeri di bidang investasi, pengendalian atas pelaksanaan kegiatan investasi, dan tugas lain yang ditetapkan oleh Presiden."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,4,"Menetapkan susunan organisasi BKPM, yang terdiri dari Kepala, Sekretariat Utama, dan beberapa Deputi Bidang."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,5,"Menjelaskan bahwa Kepala BKPM berkedudukan di bawah dan bertanggung jawab langsung kepada Presiden, dan tugasnya adalah memimpin BKPM sesuai dengan tugas yang telah ditetapkan."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,6,Sekretariat Utama merupakan unsur pembantu Kepala yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM. Sekretariat Utama dipimpin oleh Sekretaris Utama.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,7,"Menjelaskan tugas Sekretaris Utama, yaitu mengkoordinasikan dan menyelenggarakan pembinaan dan pelayanan administrasi kepada seluruh unit organisasi di lingkungan BKPM."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,8,"Menjelaskan tugas dan fungsi Sekretaris Utama BKPM. Sekretaris Utama bertanggung jawab atas koordinasi dan sinkronisasi kegiatan di BKPM, perencanaan dan perumusan kebijaksanaan teknis administratif, pelayanan administrasi dan kepegawaian, serta pengkoordinasian penyusunan peraturan perundang-undangan di bidang investasi."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,9,Deputi Bidang Perencanaan adalah unsur pelaksanaan yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,10,"Menetapkan tugas Deputi Bidang Perencanaan, antara lain merumuskan kebijaksanaan investasi, rencana dan program, penciptaan iklim usaha, serta melakukan penggalangan potensi sumber daya nasional dalam kegiatan investasi."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,11,"Menguraikan tugas dan fungsi Deputi Bidang Perencanaan BKPM. Deputi Bidang Perencanaan bertugas merumuskan kebijaksanaan dan rencana pembangunan investasi jangka menengah dan panjang yang selaras dengan kebijakan pembangunan sektor, regional, dan internasional. Selain itu, deputi ini mengkoordinasikan dan menyusun program tahunan BKPM, memajukan iklim usaha melalui insentif investasi dan reformasi, serta mengembangkan potensi sumber daya nasional untuk mendukung kegiatan investasi."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,12,Deputi Bidang Pengembangan Usaha Nasional adalah unsur pelaksana yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,13,"Menetapkan tugas Deputi Bidang Pengembangan Usaha Nasional, yaitu melaksanakan pemberdayaan dan pengembangan pengusaha nasional, menggerakkan partisipasi masyarakat dalam kegiatan investasi, dan menyelenggarakan layanan teknis dan bisnis kepada masyarakat."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,14,"Menjelaskan tugas dan fungsi Deputi Bidang Pengembangan Usaha Nasional BKPM. Deputi ini bertugas menyusun program pemberdayaan pengusaha nasional dan promosi investasi. Selain itu, deputi ini melakukan pengkajian terhadap potensi sumber daya ekonomi dan mengidentifikasi peluang investasi. Pengusaha nasional juga diberdayakan untuk meningkatkan kemampuan profesional di bidang kewirausahaan dan manajemen. Deputi ini juga mengorganisir promosi investasi di dalam negeri, memberikan layanan teknis dan bisnis kepada investor dan calon investor, serta mengupayakan terwujudnya kemitraan usaha."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,15,Deputi Bidang Kerjasama Internasional adalah unsur pelaksana yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,16,"Menetapkan tugas Deputi Bidang Kerjasama Internasional, antara lain melaksanakan pengkajian potensi dana investasi luar negeri, promosi investasi, kerjasama bilateral, regional, dan multilateral, serta pendayagunaan peluang kerjasama dan bantuan teknik untuk mendorong kegiatan investasi."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,17,"Menjelaskan tugas dan fungsi Deputi Bidang Kerjasama Internasional BKPM. Deputi ini bertugas menyusun program promosi investasi luar negeri dan kerjasama internasional. Selain itu, deputi ini juga menyiapkan bahan kebijaksanaan investasi untuk berbagai forum internasional. Promosi investasi di luar negeri menjadi tanggung jawabnya, dan deputi ini melaksanakan kerjasama baik regional, bilateral, maupun multilateral. Selain itu, deputi ini berusaha memanfaatkan peluang kerjasama teknik dan ekonomi untuk memperkuat investor nasional dan memantapkan sistem manajemen pembangunan investasi."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,18,Deputi Bidang Pelayanan Perizinan dan Fasilitas Usaha Industri adalah unsur pelaksana yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,19,"Menetapkan tugas Deputi Bidang Pelayanan Perizinan dan Fasilitas Usaha Industri, yaitu melaksanakan pemberian pelayanan perizinan dan fasilitas kepada investor dan calon investor di sektor industri."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,20,"Mengatur tugas dan fungsi Deputi Bidang Pelayanan Perizinan dan Fasilitas Usaha Industri BKPM. Deputi ini bertanggung jawab atas pelaksanaan penilaian permohonan investasi Penanaman Modal Dalam Negeri (PMDN) dan Penanaman Modal Asing (PMA) di sektor industri. Selain itu, deputi ini menyusun laporan hasil penilaian permohonan investasi asing di sektor industri yang memerlukan persetujuan dari Presiden."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,21,Deputi Bidang Pelayanan Perizinan dan Fasilitas Usaha Non Industri adalah unsur pelaksana yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,22,"Menetapkan tugas Deputi Bidang Pelayanan Perizinan dan Fasilitas Usaha Non Industri, yaitu melaksanakan pemberian pelayanan perizinan dan fasilitas kepada investor dan calon investor di sektor non industri."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,23,Mengatur tugas dan fungsi Deputi Bidang Pelayanan Perizinan dan Fasilitas Usaha Non Industri BKPM. Deputi ini bertanggung jawab atas pelaksanaan penilaian permohonan investasi Penanaman Modal Dalam Negeri (PMDN) dan Penanaman Modal Asing (PMA) di sektor non industri.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,24,Deputi Bidang Pengendalian adalah unsur pelaksana yang berada di bawah dan bertanggung jawab langsung kepada Kepala BKPM.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,25,"Menetapkan tugas Deputi Bidang Pengendalian, yaitu melaksanakan evaluasi perkembangan ekonomi dan investasi serta pemantauan, evaluasi, dan pengawasan atas pelaksanaan investasi."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,2,SUSUNAN ORGANISASI,26,Menjelaskan tugas dan fungsi Deputi Bidang Pengendalian BKPM. Deputi ini bertanggung jawab atas melaksanakan evaluasi investasi secara makro dan mikro dengan menyusun program evaluasi yang komprehensif.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,3,PENGANGKATAN DAN PEMBERHENTIAN,27,"Menyatakan bahwa Kepala BKPM, Sekretaris Utama, dan Deputi diangkat dan diberhentikan oleh Presiden."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,3,PENGANGKATAN DAN PEMBERHENTIAN,28,"Menjelaskan bahwa Sekretaris Utama dijabat oleh Sekretaris Menteri Negara Investasi, dan Deputi dijabat oleh Asisten Menteri Negara Investasi sesuai tugasnya."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,4,TATA KERJA,29,"Menetapkan prinsip koordinasi, integrasi, dan sinkronisasi dalam melaksanakan tugas di lingkungan BKPM, serta kewajiban pimpinan satuan organisasi untuk mengawasi bawahannya dan mengambil langkah-langkah yang diperlukan bila terjadi penyimpangan. Kepala BKPM wajib menyampaikan laporan, saran, dan pertimbangan di bidang tugas dan tanggung jawabnya kepada Presiden."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,5,KETENTUAN PERALIHAN,30,"Menyatakan bahwa semua peraturan pelaksanaan Keputusan Presiden Nomor 25 Tahun 1991 tentang BKPM, sebagaimana diubah oleh Keputusan Presiden Nomor 114 Tahun 1998, tetap berlaku selama belum bertentangan atau belum diganti dengan yang baru berdasarkan Keputusan Presiden ini."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,6,KETENTUAN LAIN-LAIN,31,"Menetapkan bahwa rincian kedudukan, tugas, fungsi, susunan organisasi, dan tata kerja satuan organisasi di lingkungan BKPM ditetapkan oleh Kepala BKPM setelah mendapat persetujuan tertulis dari Menteri Negara Koordinator Bidang Pengawasan Pembangunan dan Pendayagunaan Aparatur Negara."
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,7,KETENTUAN PENUTUP,32,Menyatakan bahwa Keputusan Presiden ini menggantikan Keputusan Presiden Nomor 25 Tahun 1991 tentang BKPM dan mulai berlaku pada tanggal ditetapkan.
18,kp1831998.pdf,4,PERATURAN PRESIDEN,183,1998,,BADAN KOORDINASI PENANAMAN MODAL,7,KETENTUAN PENUTUP,33,Keputusan Presiden ini mulai berlaku pada tanggal ditetapkan
19,kp1831998.pdf,4,PERATURAN PRESIDEN,,,,Diskip dulu,,,,
20,Peraturan_Presiden_No._27_Tahun_2009.pdf,4,PERATURAN PRESIDEN,9,2011,,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),1,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),1,"Pasal ini menugaskan kepada Pusat Investasi Pemerintah untuk memberikan pinjaman dengan persyaratan lunak kepada PT Perusahaan Listrik Negara (Persero). Pinjaman tersebut diberikan untuk menutup financing gap PT Perusahaan Listrik Negara (Persero) akibat pengadaan dan penggantian trafo, penguatan instalasi, transmisi, distribusi, dan investasi lainnya."
20,Peraturan_Presiden_No.9_Tahun_2011.pdf,4,PERATURAN PRESIDEN,9,2011,,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),1,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),2,"Besarnya pinjaman dengan persyaratan lunak sebesar Rp7.500.000.000.000,00 (tujuh triliun lima ratus miliar rupiah) yang bersumber dari Anggaran Pendapatan dan Belanja Negara Tahun 2010."
20,Peraturan_Presiden_No.9_Tahun_2011.pdf,4,PERATURAN PRESIDEN,9,2011,,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),1,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),3,"Pinjaman dengan persyaratan lunak kepada PT Perusahaan Listrik Negara (Persero) memiliki ketentuan sebagai berikut: (a) jangka waktu pengembalian pinjaman selama 15 (lima belas) tahun, (b) masa tenggang pengembalian pinjaman selama 5 (lima) tahun, dan (c) tingkat suku bunga pinjaman berdasarkan tingkat bunga Sertifikat Bank Indonesia."
20,Peraturan_Presiden_No.9_Tahun_2011.pdf,4,PERATURAN PRESIDEN,9,2011,,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),1,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),4,Ketentuan lebih lanjut yang diperlukan untuk pelaksanaan Peraturan Presiden ini ditetapkan dengan Peraturan Menteri Keuangan.
20,Peraturan_Presiden_No.9_Tahun_2011.pdf,4,PERATURAN PRESIDEN,9,2011,,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),1,PENUGASAN KEPADA PUSAT INVESTASI PEMERINTAH UNTUK MEMBERIKAN PINJAMAN DENGAN PERSYARATAN LUNAK KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO),5,Peraturan Presiden ini mulai berlaku pada tanggal ditetapkan.
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,"Pasal ini menetapkan pembentukan sebuah Panitia Negara bernama BAPPENAS Urusan Sumber-Sumber Pembiayaan yang berada dalam lingkungan BAPPENAS dan bertanggung jawab kepada Pimpinan BAPPENAS. Dalam peraturan ini, Panitia ini disebut ""Panitia""."
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,2,"Pasal ini menguraikan tugas-tugas yang harus dilaksanakan oleh Panitia tersebut. Tugas-tugas tersebut meliputi mengajukan saran-saran perbaikan pada rencana pembiayaan pembangunan, memikirkan fasilitas-fasilitas penyaluran keuangan untuk proyek-proyek pembangunan, mengusulkan pengawasan biaya pembangunan, memberikan saran tentang pengerahan, penggunaan, dan pengawasan modal masyarakat, serta mengusulkan cara menggali sumber-sumber baru untuk pembiayaan pembangunan, dan banyak lagi."
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,3,Pasal ini memberikan wewenang kepada Panitia untuk meminta Instansi dan Lembaga Pemerintah/Swasta untuk menjalankan tugas eksekutif yang hasilnya diperlukan untuk pelaksanaan Tugas Panitia. Panitia juga berhak meminta keterangan tertulis atau lisan mengenai hal-hal yang terkait dengan tugasnya dari seluruh instansi dan lembaga tersebut.
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,4,"Pasal ini menjelaskan bahwa Panitia dipimpin oleh seorang tenaga ahli dari dalam atau luar BAPPENAS. Ketua Panitia dibantu oleh Wakil Ketua, dan keduanya juga menjadi anggota Panitia."
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,5,Pasal ini menyatakan bahwa anggota Panitia terdiri dari para ahli dalam persoalan sumber-sumber pembiayaan. Jumlah anggota maksimal adalah 20 orang dan pengangkatan anggota dilakukan melalui Surat Keputusan Pimpinan BAPPENAS.
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,6,Pasal ini memberikan kewenangan kepada Pimpinan BAPPENAS untuk membentuk tim kerja atas usul Panitia guna melaksanakan kegiatan tertentu yang dapat membantu Panitia dalam menjalankan tugasnya.
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,7,"Pasal ini menyebutkan bahwa Panitia memiliki Sekretariat yang terdiri dari seorang Sekretaris, beberapa orang tenaga ahli, dan beberapa orang tenaga pembantu, semuanya merupakan staf pegawai BAPPENAS. Sekretariat bertugas untuk mendukung dan membantu kerja Panitia."
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,8,Pasal ini menetapkan bahwa pembiayaan kegiatan Panitia akan ditanggung oleh Anggaran BAPPENAS.
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,9,Pasal ini menyatakan bahwa segala hal yang belum diatur dalam Peraturan Presiden ini atau memerlukan pengaturan lebih lanjut akan diatur melalui peraturan-peraturan dari Menteri Urusan Perencanaan Pembangunan Nasional.
21,Peraturan_Presiden_No.10_Tahun_1964.pdf,4,PERATURAN PRESIDEN,10,1964,,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,1,PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER PEMBIAYAAN PRESIDEN REPUBLIK INDONESIA,10,Pasal ini menyatakan bahwa Peraturan ini mulai berlaku sejak hari ditetapkan dan akan diundangkan dalam Lembaran Negara Republik Indonesia agar diketahui oleh semua pihak.
22,Peraturan_Presiden_No.23_Tahun_2017.pdf,4,PERATURAN PRESIDEN,23,2017,,PENGESAHAN CREDIT GUARANTEE AND INVESTMENT FACILITY ARTICLES OF AGREEMENT (PASAL PERSETUJUAN FASILITAS PENJAMINAN KREDIT DAN INVESTASI),1,PENGESAHAN CREDIT GUARANTEE AND INVESTMENT FACILITY ARTICLES OF AGREEMENT (PASAL PERSETUJUAN FASILITAS PENJAMINAN KREDIT DAN INVESTASI),1,"Pasal 1 pada undang-undang tersebut mengesahkan Credit Guarantee and Investment Facility Articles of Agreement (Pasal Persetujuan Fasilitas Penjaminan Kredit dan Investasi). Artinya, undang-undang ini mengakui dan memberikan kekuatan hukum pada dokumen Agreement mengenai Fasilitas Penjaminan Kredit dan Investasi. Selanjutnya, Pasal ini juga menegaskan bahwa salinan naskah asli Agreement tersebut dalam bahasa Inggris beserta terjemahannya dalam bahasa Indonesia menjadi bagian tak terpisahkan dari Peraturan Presiden ini."
